"ASV","SpearmanRho","pValue","Occurrence","OccurrencePct","Kingdom","Phylum","Class","Order","Family","Genus","Species","CalcifierGeneral","CalcifierLarval","CalcifierAdult","StructureLarval","StructureAdult","MineralForm","PlanktonicLifeHistory","Removal","Description"
"663",0.293557824113981,0.00822144864883635,17,21.25,"Eukaryota","Arthropoda","Malacostraca","Decapoda","Munididae","Pleuroncodes","Pleuroncodes planipes","Variable","No","Variable","None","Exoskeleton","Calcite","Meroplanktonic","No","Crabs, lobsters, shrimp"
"1614",0.293430087879496,0.00825071445740762,19,23.75,"Eukaryota","Arthropoda","Ostracoda","Halocyprida","Halocyprididae",NA,NA,"Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Ostracods (seed shrimp)"
"216",0.292246552791746,0.00852625189645839,44,55,"Eukaryota","Bryozoa","Gymnolaemata","Cheilostomatida","Membraniporidae","Membranipora","Membranipora villosa","Yes","Yes","Yes","External shell","External shell","Calcite","Meroplanktonic","No","Encrusting bryozoans"
"425",0.29101732821073,0.00882093442559764,36,45,"Eukaryota","Arthropoda","Copepoda","Calanoida","Lucicutiidae","Lucicutia","Lucicutia flavicornis","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"192",0.290665376474508,0.00890693433563455,38,47.5,"Eukaryota","Arthropoda","Copepoda","Poecilostomatoida","Oncaeidae","Oncaea","Oncaea sp.","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Parasitic or predatory copepods"
"386",0.28977131161163,0.00912871046175826,8,10,"Eukaryota","Chordata","Actinopteri","Gadiformes","Merlucciidae","Merluccius",NA,"No","No","No","None","None","None","Meroplanktonic","No","Cods and grenadiers"
"2585",0.288153981150118,0.00954219680877207,9,11.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Paracalanidae","Paracalanus","Paracalanus tropicus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"120",0.287540462426413,0.00970328071662291,58,72.5,"Eukaryota","Arthropoda","Copepoda","Calanoida","Clausocalanidae","Clausocalanus","Clausocalanus parapergens","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"945",0.285298126086399,0.0103124148546095,21,26.25,"Eukaryota","Arthropoda","Ostracoda","Halocyprida","Halocyprididae",NA,NA,"Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Ostracods (seed shrimp)"
"2648",0.284734244374959,0.0104707468924875,11,13.75,"Eukaryota","Mollusca","Gastropoda","Nudibranchia","Triopha","Triopha","Triopha maculata","Variable","Variable","No","External shell","None","Aragonite","Meroplanktonic","No","Shell-less sea slugs"
"97",0.283801770281616,0.0107372307747646,74,92.5,"Eukaryota","Bryozoa","Gymnolaemata","Cheilostomatida","Membraniporidae","Membranipora","Membranipora villosa","Yes","Yes","Yes","External shell","External shell","Calcite","Meroplanktonic","No","Encrusting bryozoans"
"965",0.282808036632123,0.0110277108750156,5,6.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Temoridae","Temora","Temora discaudata","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"986",0.281946999809461,0.0112849141834679,14,17.5,"Eukaryota","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Conchoecia","Conchoecia magna","Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Ostracods (seed shrimp)"
"2429",0.281758473944197,0.0113419213110051,11,13.75,"Eukaryota","Arthropoda","Copepoda","Calanoida","Clausocalanidae","Clausocalanus","Clausocalanus arcuicornis","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"466",0.279012287120639,0.0122011946431428,18,22.5,"Eukaryota","Arthropoda","Copepoda","Calanoida","Candaciidae","Candacia","Candacia bipinnata","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"33",0.277607485602295,0.0126622234649131,30,37.5,"Eukaryota","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus purpuratus","Yes","Yes","Yes","Internal skeleton","Exoskeleton","Calcite","Meroplanktonic","No","Sea urchins"
"682",0.277556712579171,0.0126791655366919,27,33.75,"Eukaryota","Arthropoda","Copepoda","Calanoida","Clausocalanidae","Clausocalanus","Clausocalanus parapergens","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"335",0.277388884342078,0.0127353069688842,8,10,"Eukaryota","Cnidaria","Hydrozoa","Siphonophorae","Diphyidae","Diphyes","Diphyes sp. HAW01","No","No","No","None","None","None","Holoplanktonic","No","Colonial hydrozoans (e.g., Portuguese man o' war)"
"388",0.275333660996205,0.0134405074392231,61,76.25,"Eukaryota","Bryozoa","Gymnolaemata","Cheilostomatida","Membraniporidae","Membranipora","Membranipora villosa","Yes","Yes","Yes","External shell","External shell","Calcite","Meroplanktonic","No","Encrusting bryozoans"
"676",0.275057321878935,0.0135378604197566,15,18.75,"Eukaryota","Arthropoda","Copepoda","Calanoida","Clausocalanidae","Clausocalanus","Clausocalanus jobei","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"337",0.274807741005588,0.0136263110380086,31,38.75,"Eukaryota","Bryozoa","Gymnolaemata","Cheilostomatida","Membraniporidae","Membranipora","Membranipora villosa","Yes","Yes","Yes","External shell","External shell","Calcite","Meroplanktonic","No","Encrusting bryozoans"
"1017",0.273373810287815,0.0141442528967837,10,12.5,"Eukaryota","Mollusca","Gastropoda","Cephalaspidea","Philinidae","Philine",NA,"Variable","Yes","Yes","External shell","External shell","Aragonite","Meroplanktonic","No","Bubble snails"
"429",0.268690683242777,0.0159562414529537,22,27.5,"Eukaryota","Arthropoda","Copepoda","Calanoida","Candaciidae","Candacia","Candacia bipinnata","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"2616",0.266234794861563,0.0169840519657127,9,11.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Clausocalanidae","Clausocalanus","Clausocalanus arcuicornis","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"5366",0.263612076297365,0.018144091458872,2,2.5,"Eukaryota","Arthropoda","Copepoda","Poecilostomatoida","Corycaeidae",NA,NA,"Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Parasitic or predatory copepods"
"6507",0.261147284247717,0.019295646740369,3,3.75,"Eukaryota","Arthropoda","Copepoda","Calanoida","Paracalanidae","Paracalanus","Paracalanus tropicus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"3678",0.26093363771029,0.0193983488737678,3,3.75,"Eukaryota","Arthropoda","Copepoda","Calanoida","Paracalanidae","Paracalanus","Paracalanus tropicus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"1639",0.259783324115189,0.0199594023983936,8,10,"Eukaryota","Arthropoda","Copepoda","Calanoida","Paracalanidae","Paracalanus","Paracalanus tropicus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"1489",0.257945667883046,0.0208845097380282,9,11.25,"Eukaryota","Mollusca","Gastropoda","Cephalaspidea","Philinidae","Philine",NA,"Variable","Yes","Yes","External shell","External shell","Aragonite","Meroplanktonic","No","Bubble snails"
"212",0.256987438959575,0.0213812668081136,32,40,"Eukaryota","Annelida","Polychaeta","Chaetopteridae","Chaetopteridae","Phyllochaetopterus","Phyllochaetopterus sp. 5 JM_2017","No","No","No","None","None","None","Benthic + Meroplanktonic","No","Tube-dwelling marine polychaetes"
"467",0.25656001616626,0.0216060810472176,26,32.5,"Eukaryota","Arthropoda","Copepoda","Calanoida","Lucicutiidae","Lucicutia","Lucicutia flavicornis","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"1259",0.256504994181178,0.0216351673693546,2,2.5,"Eukaryota","Arthropoda","Copepoda","Calanoida","Temoridae","Temora","Temora discaudata","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"417",0.25325372560743,0.0234142589832166,11,13.75,"Eukaryota","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus purpuratus","Yes","Yes","Yes","Internal skeleton","Exoskeleton","Calcite","Meroplanktonic","No","Sea urchins"
"1510",0.253050836692287,0.0235292909367646,7,8.75,"Eukaryota","Echinodermata","Asteroidea","Valvatida","Asterinidae","Patiria","Patiria miniata","Variable","No","Yes","None","Internal skeleton","Calcite","Meroplanktonic","No","Sea stars"
"1461",0.252321517756137,0.0239467726951074,10,12.5,"Eukaryota","Arthropoda","Ostracoda","Halocyprida","Halocyprididae",NA,NA,"Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Ostracods (seed shrimp)"
"760",0.252000769636584,0.0241323622955257,11,13.75,"Eukaryota","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus purpuratus","Yes","Yes","Yes","Internal skeleton","Exoskeleton","Calcite","Meroplanktonic","No","Sea urchins"
"146",0.25176191943327,0.0242713576133197,62,77.5,"Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Hansarsia",NA,"Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Krill"
"1088",0.251609220895694,0.0243605743497535,11,13.75,"Eukaryota","Arthropoda","Copepoda","Calanoida","Lucicutiidae","Lucicutia","Lucicutia flavicornis","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"2014",0.25141987527131,0.0244715896963328,20,25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Calocalanidae","Calocalanus",NA,"Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"4795",0.250393741863914,0.0250807281659647,3,3.75,"Eukaryota","Arthropoda","Copepoda","Poecilostomatoida","Oncaeidae","Oncaea","Oncaea sp.","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Parasitic or predatory copepods"
"4195",0.249286736359647,0.0257522597314483,5,6.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Calocalanidae","Calocalanus",NA,"Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"125",0.246558242138217,0.0274728146660401,11,13.75,"Eukaryota","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus",NA,"Yes","Yes","Yes","Internal skeleton","Exoskeleton","Calcite","Meroplanktonic","No","Sea urchins"
"957",0.24527186787032,0.0283171260463097,22,27.5,"Eukaryota","Arthropoda","Copepoda","Calanoida","Euchaetidae","Euchaeta","Euchaeta marina","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"688",0.243223337068997,0.0297068922922915,10,12.5,"Eukaryota","Arthropoda","Copepoda","Poecilostomatoida","Oncaeidae","Oncaea","Oncaea sp.","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Parasitic or predatory copepods"
"250",0.239661746665042,0.0322600625558738,46,57.5,"Eukaryota","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Mikroconchoecia",NA,"Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Ostracods (seed shrimp)"
"5610",0.239647342088514,0.0322707515766667,2,2.5,"Eukaryota","Arthropoda","Copepoda","Calanoida","Clausocalanidae","Clausocalanus","Clausocalanus arcuicornis","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"199",0.239123769435815,0.0326612971719239,40,50,"Eukaryota","Arthropoda","Copepoda","Calanoida","Calocalanidae","Calocalanus",NA,"Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"2037",0.238727267320424,0.0329596920564488,11,13.75,"Eukaryota","Arthropoda","Copepoda","Poecilostomatoida","Oncaeidae","Oncaea","Oncaea sp.","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Parasitic or predatory copepods"
"2531",0.238215387162043,0.0333482978457806,8,10,"Eukaryota","Arthropoda","Copepoda","Calanoida","Clausocalanidae","Clausocalanus","Clausocalanus parapergens","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"239",0.237672922631231,0.033764310590907,49,61.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Lucicutiidae","Lucicutia","Lucicutia flavicornis","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"555",0.23756257235494,0.0338494680232855,20,25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Calocalanidae",NA,NA,"Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"3016",0.237442543596705,0.0339422987348404,5,6.25,"Eukaryota","Arthropoda","Malacostraca","Decapoda","Munididae","Pleuroncodes","Pleuroncodes planipes","Variable","No","Variable","None","Exoskeleton","Calcite","Meroplanktonic","No","Crabs, lobsters, shrimp"
"1385",0.237123884097125,0.0341897872080969,10,12.5,"Eukaryota","Arthropoda","Copepoda","Calanoida","Metridinidae","Pleuromamma","Pleuromamma borealis","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"1178",0.235543003247932,0.0354400567489949,5,6.25,"Eukaryota","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Halocypris","Halocypris inflata","Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Ostracods (seed shrimp)"
"1759",0.235178368126424,0.0357338012675595,12,15,"Eukaryota","Arthropoda","Copepoda","Calanoida","Clausocalanidae","Clausocalanus","Clausocalanus arcuicornis","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"3831",0.232020229573581,0.0383641561231059,2,2.5,"Eukaryota","Arthropoda","Copepoda","Poecilostomatoida","Oncaeidae","Oncaea","Oncaea sp.","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Parasitic or predatory copepods"
"311",0.231774462432084,0.0385754482780067,38,47.5,"Eukaryota","Arthropoda","Copepoda","Calanoida","Metridinidae","Pleuromamma","Pleuromamma abdominalis","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"501",0.231668280811972,0.0386670347952665,9,11.25,"Eukaryota","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus purpuratus","Yes","Yes","Yes","Internal skeleton","Exoskeleton","Calcite","Meroplanktonic","No","Sea urchins"
"579",0.231492095720112,0.0388194022242047,27,33.75,"Eukaryota","Bryozoa","Gymnolaemata","Cheilostomatida","Membraniporidae","Membranipora","Membranipora villosa","Yes","Yes","Yes","External shell","External shell","Calcite","Meroplanktonic","No","Encrusting bryozoans"
"2117",0.230547090522961,0.0396452173860172,4,5,"Eukaryota","Arthropoda","Copepoda","Calanoida","Clausocalanidae","Clausocalanus","Clausocalanus jobei","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"4104",0.22985490855096,0.0402593296919002,7,8.75,"Eukaryota","Echinodermata","Ophiuroidea","Amphilepidida","Amphiuridae","Amphiodia","Amphiodia cf_ urtica EAC_2010","Yes","Yes","Yes","Internal skeleton","Internal skeleton","Calcite","Meroplanktonic","No","Brittle stars"
"2166",0.229637264563088,0.0404540530737157,10,12.5,"Eukaryota","Bryozoa","Gymnolaemata","Cheilostomatida","Membraniporidae","Membranipora","Membranipora villosa","Yes","Yes","Yes","External shell","External shell","Calcite","Meroplanktonic","No","Encrusting bryozoans"
"4583",0.229116726513919,0.0409229496843029,2,2.5,"Eukaryota","Annelida","Polychaeta","Sabellida","Sabellariidae",NA,NA,"Variable","Variable","Variable","External tube","External tube","Aragonite","Benthic + Meroplanktonic","No","Fan worms and feather duster worms"
"488",0.228340109579599,0.0416309082228375,38,47.5,"Eukaryota","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Discoconchoecia",NA,"Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Ostracods (seed shrimp)"
"3018",0.228250009182677,0.0417136974116879,2,2.5,"Eukaryota","Mollusca","Gastropoda","Nudibranchia","Discodorididae","Diaulula","Diaulula sandiegensis","Variable","Variable","No","External shell","None","Aragonite","Meroplanktonic","No","Shell-less sea slugs"
"4899",0.22586653652176,0.0439538843645727,2,2.5,"Eukaryota","Mollusca","Gastropoda","Pteropoda","Cliidae","Clio","Clio pyramidata","Yes","Yes","Yes","External shell","External shell","Aragonite","Holoplanktonic","No","Sea butterflies"
"5299",0.225433177856139,0.0443717033699772,2,2.5,"Eukaryota","Arthropoda","Copepoda","Calanoida","Metridinidae","Pleuromamma","Pleuromamma gracilis","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"1383",0.224474893152041,0.0453073017996962,11,13.75,"Eukaryota","Arthropoda","Copepoda","Calanoida","Paracalanidae","Paracalanus","Paracalanus tropicus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
